시도,시군구,폐기물 종류_대,폐기물 종류_중,폐기물 종류_소,2019년 발생량,총계_재활용,총계_소각,총계_매립,총계_기타,공공처리_재활용,공공처리_소각,공공처리_매립,공공처리_기타,자가처리_재활용,자가처리_소각,자가처리_매립,자가처리_기타,위탁처리_재활용,위탁처리_소각,위탁처리_매립,위탁처리_기타,YEAR
부산,기장군,음식물류 폐기물 분리배출,EMPTY,EMPTY,41.3,41.2,0,0,0,4.8,0,0,0,0.2,0,0,0,36.2,0,0,0,2021
대구,소계,합계,EMPTY,EMPTY,2183.4,1327.1,234.2,622.3,0,900,232.1,622,0,16.1,0,0,0,411,2.1,0.3,0,2021
대구,소계,종량제방식 등 혼합배출,소계,EMPTY,1203.7,357.4,232.1,614.2,0,357.4,232.1,614.2,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,소계,929,331.9,215.6,381.4,0,331.9,215.6,381.4,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,폐지류,207.9,74.2,48.2,85.4,0,74.2,48.2,85.4,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,폐합성수지류,187.9,67.1,43.5,77,0,67.1,43.5,77,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,폐고무류,6.4,2.2,1.5,2.6,0,2.2,1.5,2.6,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,폐섬유류,45.3,16.1,10.5,18.6,0,16.1,10.5,18.6,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,음식물류 폐기물,64.8,23.3,15,26.6,0,23.3,15,26.6,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,폐목재류,17.7,6.3,4.2,7.3,0,6.3,4.2,7.3,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,가연성,기타,399,142.5,92.5,163.9,0,142.5,92.5,163.9,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,소계,70.5,25.2,16.4,29,0,25.2,16.4,29,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,폐금속류,15.4,5.5,3.6,6.4,0,5.5,3.6,6.4,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,폐유리류,21.8,7.9,4.9,8.9,0,7.9,4.9,8.9,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,폐토사류,3.1,1.2,0.7,1.3,0,1.2,0.7,1.3,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,1.9,0.7,0.4,0.9,0,0.7,0.4,0.9,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,불연성,기타,28.2,10.1,6.7,11.5,0,10.1,6.7,11.5,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,203.8,0,0.1,203.4,0,0,0.1,203.4,0,0,0,0,0,0,0,0,0,2021
대구,소계,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,소계,EMPTY,373.3,363.1,2.1,8.1,0,177,0,7.8,0,0,0,0,0,186.1,2.1,0.3,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.3,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐지류,기타,68,68.1,0,0,0,1.7,0,0,0,0,0,0,0,66.4,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,고철류,EMPTY,2.1,2.1,0,0,0,0.4,0,0,0,0,0,0,0,1.7,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,금속캔,EMPTY,5.1,5,0,0,0,2.3,0,0,0,0,0,0,0,2.7,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,42.9,42.8,0,0,0,27.6,0,0,0,0,0,0,0,15.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,5.7,5.7,0,0,0,3.5,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,29.1,29,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐합성수지류,기타,32,32,0,0,0,21.2,0,0,0,0,0,0,0,10.8,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,40.7,40.8,0,0,0,24.3,0,0,0,0,0,0,0,16.5,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐의류,EMPTY,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0.8,0.8,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0.6,0.6,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,1.3,1.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,9.1,9.1,0,0,0,3,0,0,0,0,0,0,0,6.1,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,30.2,30.2,0,0,0,3.3,0,0,0,0,0,0,0,26.9,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,기타,EMPTY,9.9,9.9,0,0,0,7.7,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,소계,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,85.8,76.1,2.1,8.1,0,62.2,0,7.8,0,0,0,0,0,13.9,2.1,0.3,0,2021
대구,소계,음식물류 폐기물 분리배출,EMPTY,EMPTY,606.6,606.5,0,0,0,365.8,0,0,0,16.1,0,0,0,224.6,0,0,0,2021
대구,중구,합계,EMPTY,EMPTY,106,67.1,10.9,28.1,0,37.2,9.2,27.8,0,0,0,0,0,29.9,1.7,0.3,0,2021
대구,중구,종량제방식 등 혼합배출,소계,EMPTY,59.3,22.3,9.2,27.8,0,22.3,9.2,27.8,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,소계,46.8,20.7,8.6,17.5,0,20.7,8.6,17.5,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,폐지류,10.5,4.6,1.9,3.9,0,4.6,1.9,3.9,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,폐합성수지류,9.5,4.2,1.7,3.5,0,4.2,1.7,3.5,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,폐고무류,0.3,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,폐섬유류,2.3,1,0.4,0.9,0,1,0.4,0.9,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,3.3,1.4,0.6,1.2,0,1.4,0.6,1.2,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,폐목재류,0.9,0.4,0.2,0.3,0,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,가연성,기타,20.1,8.9,3.7,7.5,0,8.9,3.7,7.5,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,소계,3.6,1.6,0.7,1.3,0,1.6,0.7,1.3,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,폐금속류,0.8,0.3,0.1,0.3,0,0.3,0.1,0.3,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,폐유리류,1.1,0.5,0.2,0.4,0,0.5,0.2,0.4,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,폐토사류,0.2,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,불연성,기타,1.4,0.6,0.3,0.5,0,0.6,0.3,0.5,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,8.9,0,0,8.9,0,0,0,8.9,0,0,0,0,0,0,0,0,0,2021
대구,중구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,소계,EMPTY,22.5,20.5,1.7,0.3,0,0,0,0,0,0,0,0,0,20.5,1.7,0.3,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐지류,기타,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,중구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,5,3.1,1.7,0.3,0,0,0,0,0,0,0,0,0,3.1,1.7,0.3,0,2021
대구,중구,음식물류 폐기물 분리배출,EMPTY,EMPTY,24.2,24.2,0,0,0,14.9,0,0,0,0,0,0,0,9.3,0,0,0,2021
대구,동구,합계,EMPTY,EMPTY,285.4,170.9,25.2,89.3,0,129.7,25.2,89.3,0,0,0,0,0,41.2,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,소계,EMPTY,165.1,50.9,25.2,89,0,50.9,25.2,89,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,소계,128.1,47.3,23.4,57.4,0,47.3,23.4,57.4,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,폐지류,28.7,10.6,5.2,12.9,0,10.6,5.2,12.9,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,폐합성수지류,25.9,9.6,4.7,11.6,0,9.6,4.7,11.6,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,폐고무류,0.9,0.3,0.2,0.4,0,0.3,0.2,0.4,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,폐섬유류,6.2,2.3,1.1,2.8,0,2.3,1.1,2.8,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,8.9,3.3,1.6,4,0,3.3,1.6,4,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,폐목재류,2.4,0.9,0.4,1.1,0,0.9,0.4,1.1,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,가연성,기타,55,20.3,10,24.7,0,20.3,10,24.7,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,소계,9.7,3.6,1.8,4.4,0,3.6,1.8,4.4,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,폐금속류,2.1,0.8,0.4,1,0,0.8,0.4,1,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,폐유리류,3,1.1,0.5,1.3,0,1.1,0.5,1.3,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,폐토사류,0.4,0.2,0.1,0.2,0,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.3,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,불연성,기타,3.9,1.4,0.7,1.7,0,1.4,0.7,1.7,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,27.3,0,0,27.2,0,0,0,27.2,0,0,0,0,0,0,0,0,0,2021
대구,동구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,소계,EMPTY,36.8,36.5,0,0.3,0,33.3,0,0.3,0,0,0,0,0,3.2,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐지류,기타,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.7,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,5.9,5.9,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.8,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,4.8,4.8,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,3.6,3.6,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,7.4,7.4,0,0,0,7.3,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,동구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,9.9,9.7,0,0.3,0,9.7,0,0.3,0,0,0,0,0,0,0,0,0,2021
대구,동구,음식물류 폐기물 분리배출,EMPTY,EMPTY,83.6,83.6,0,0,0,45.6,0,0,0,0,0,0,0,38,0,0,0,2021
대구,서구,합계,EMPTY,EMPTY,154.3,85.8,16.7,51.8,0,61.4,16.7,51.8,0,0.1,0,0,0,24.3,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,소계,EMPTY,99.1,30.5,16.7,51.8,0,30.5,16.7,51.8,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,소계,82.1,28.3,15.6,38.2,0,28.3,15.6,38.2,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,폐지류,18.4,6.3,3.5,8.6,0,6.3,3.5,8.6,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,폐합성수지류,16.6,5.7,3.1,7.7,0,5.7,3.1,7.7,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,폐고무류,0.6,0.2,0.1,0.3,0,0.2,0.1,0.3,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,폐섬유류,4,1.4,0.8,1.9,0,1.4,0.8,1.9,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,5.7,2,1.1,2.7,0,2,1.1,2.7,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,폐목재류,1.6,0.5,0.3,0.7,0,0.5,0.3,0.7,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,가연성,기타,35.3,12.2,6.7,16.4,0,12.2,6.7,16.4,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,소계,6.2,2.2,1.2,2.9,0,2.2,1.2,2.9,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,폐금속류,1.4,0.5,0.3,0.6,0,0.5,0.3,0.6,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,폐유리류,1.9,0.7,0.4,0.9,0,0.7,0.4,0.9,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,폐토사류,0.3,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.2,0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,불연성,기타,2.5,0.9,0.5,1.2,0,0.9,0.5,1.2,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물,10.7,0,0,10.7,0,0,0,10.7,0,0,0,0,0,0,0,0,0,2021
대구,서구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,소계,EMPTY,21.4,21.4,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐지류,기타,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,조명폐기물,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,기타,EMPTY,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2021
대구,서구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,2021
대구,서구,음식물류 폐기물 분리배출,EMPTY,EMPTY,33.9,33.9,0,0,0,30.9,0,0,0,0.1,0,0,0,2.9,0,0,0,2021
대구,남구,합계,EMPTY,EMPTY,131.4,73.1,14.5,43.8,0,61.2,14.5,43.8,0,0,0,0,0,11.9,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,소계,EMPTY,85.4,27.1,14.5,43.8,0,27.1,14.5,43.8,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,소계,68.4,25.2,13.4,29.8,0,25.2,13.4,29.8,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,폐지류,15.3,5.6,3,6.7,0,5.6,3,6.7,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,폐합성수지류,13.8,5.1,2.7,6,0,5.1,2.7,6,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,폐고무류,0.5,0.2,0.1,0.2,0,0.2,0.1,0.2,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,폐섬유류,3.3,1.2,0.7,1.5,0,1.2,0.7,1.5,0,0,0,0,0,0,0,0,0,2021
대구,남구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,4.8,1.8,0.9,2.1,0,1.8,0.9,2.1,0,0,0,0,0,0,0,0,0,2021
